#species_taxid	min_ungapped_length	max_ungapped_length	expected_ungapped_length	number_of_genomes
5116	35003000	52505000	43753803	93
5127	35300000	52952000	44324837	23
5141	33010000	49516000	41262611	4
5467	32685000	80010000	56347553	4
5476	10856000	17881000	14374193	69
5477	15234000	22853000	18975871	13
5478	10159000	15240000	12475928	36
5480	10436000	15656000	13046015	14
5482	11739000	17610000	14505856	14
5501	21460000	33443000	27451393	5
5507	33487000	71249000	52470556	599
5514	30203000	45306000	37754476	4
5516	30015000	45024000	37519305	5
5518	29013000	43521000	36272832	116
5530	27927000	49027000	38477109	7
5537	16030000	24046000	20036982	102
5544	29972000	50032000	40001950	11
5551	18439000	27660000	23049745	25
5741	8226000	14709000	11467485	21
5755	23145000	69436000	46290178	6
5759	8924000	26773000	17848267	12
5763	22207000	33312000	27559386	5
5807	7008000	11116000	9062365	20
5811	50441000	75663000	63051843	27
5821	14698000	22048000	18373293	6
5825	15150000	22727000	18938342	5
5833	11539000	34619000	23078788	60
5850	19478000	29218000	24348038	5
5855	18848000	38951000	28899501	17
5860	15313000	22971000	19142069	10
5861	17912000	26869000	22390270	12
5866	6420000	19261000	12840191	4
5868	5150000	7726000	6438007	7
5875	6598000	9898000	8248203	5
6239	74306000	132214000	103260833	27
6253	222997000	334496000	278746414	4
6293	63766000	104760000	84263234	4
6304	134492000	403477000	268984579	4
6306	75435000	226308000	150871850	4
6326	54212000	94978000	74595039	7
6334	22430000	67292000	44861163	6
6337	24114000	72344000	48229247	6
7038	459693000	790958000	625325389	9
7091	288499000	536563000	412531018	4
7107	358519000	537780000	439289664	4
7108	198449000	572168000	385308628	9
7111	277573000	416360000	346966341	4
7159	637042000	1911127000	1278692379	5
7160	888108000	2664327000	1776217663	5
7165	120119000	360360000	240239474	4
7291	82915000	248746000	165830079	5
7460	181609000	272414000	227067453	7
7461	170160000	255241000	212700406	6
7994	755778000	1978509000	1367143373	6
8010	743416000	1115125000	929270532	4
8022	846460000	2539381000	1692920281	4
8030	1339858000	4019575000	2659332141	14
8049	343016000	873043000	608029870	5
8090	564285000	899697000	731991239	20
8128	646874000	1339159000	999313282	4
8153	488013000	884379000	686196086	4
8790	944372000	1416559000	1185976624	5
8839	932014000	1407747000	1169880749	9
8954	922709000	1384064000	1164447740	4
8962	948665000	1422999000	1185831672	4
9305	2345411000	3518118000	2931764606	4
9407	1519023000	2278535000	1898778910	4
9483	1395539000	4186618000	2800034796	8
9541	2080474000	3188178000	2634325792	11
9739	1897826000	2846740000	2375809523	6
9823	1946909000	2920364000	2436635434	23
10029	1854492000	2781740000	2318115958	5
10090	1793547000	3035277000	2414412033	36
10116	2246146000	3369220000	2861279017	5
10243	178000	268000	221173	86
10244	157000	237000	197156	122
10245	144000	239000	191091	126
10255	148000	223000	186092	53
13684	29705000	44559000	37132436	178
13686	299068000	469842000	384455008	7
13689	3436000	5156000	4311672	8
13690	4424000	6641000	5601008	16
15368	125307000	311384000	218345867	4
22663	184297000	391829000	288062872	5
27288	8940000	13411000	11165032	7
27291	9567000	14352000	11734877	42
27292	11134000	33404000	22269028	31
27293	9800000	14701000	12250173	4
30522	2189057000	3283587000	2736322338	4
31234	105625000	158439000	132032217	5
34740	119041000	357125000	238082927	51
56458	3918000	5879000	4898873	5
56459	3932000	5900000	4896076	110
56460	4153000	6231000	5192231	31
56646	30367000	45552000	37765183	4
56689	4968000	7453000	6179934	9
56812	3856000	5786000	4820943	4
56877	1408000	2114000	1761233	10
59405	2908000	4363000	3635789	4
59479	1649555000	2474333000	2061944046	4
59509	120000	181000	150507	49
72149	6575	9862	8219	9
72228	55440000	166322000	110880992	5
72360	3171000	4758000	3964405	6
72361	3253000	4917000	4084624	8
72520	20155000	37306000	28730507	4
72556	5057000	7587000	6322189	7
222456	2195	3292	2744	5
222459	2211	3316	2764	9
223252	2191	3286	2739	6
298333	13000	40000	26115	11
310047	7288000	10934000	9075133	7
310297	2927000	5139000	4025371	24
310298	3013000	5508000	4260924	11
310300	2760000	4141000	3443738	24
311230	7995000	11993000	10062489	5
312026	6837000	10256000	8546255	4
945780	3167000	4752000	3959562	4
948102	4053000	6081000	5066901	12
948311	28108000	60447000	44376473	23
948519	3625000	5438000	4574705	7
988801	2675000	4014000	3375484	8
989370	5124000	10429000	7776092	7
1497681	2788000	4183000	3485286	6
